Original_KR_Sentence,KR_to_EN_Translation,Label
그의 갑작스러운 이혼 소식에 모두 어안이 벙벙해졌다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 갑작스러운 이혼 소식에 모두 어안이 벙벙해졌다. 그들은 그날 밤, 그와 그의 아내가 함께 식사했다, 그리고 그 다음날, 그는 그녀에게 이메일을 보냈다, 그녀가 그에게 전화를 걸었다. 그는 그 소식을 듣고, 모든 것이 어두워, 그의 심장은 뛰었다.

그녀는 그의 이탈리아 여행 계획을 취소했다.그는 그 여행을 위해 모든 준비를 마치,그리고그가그그여자에게이메일에그소식을전달했다그들은그날밤그와그아내그식사를그다음그은그에게그전화를걸었다그드는그이탈리아여행계획을취소했그들그모든그준비를마치그

Translate this English sentence back to Korean while preserving idiom translations:

His sudden divorce news left everyone stunned. They had dinner together that night, and the next day, he sent her an email, she called him on the",great scot
"이번에 복권에 당첨되다니, 정말 웬 떡이냐!","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번에 복권에 당첨되다니, 정말 웬 떡이냐! 그 당일 밤, 나는 그 친구에게 전화를 걸어, 그에게 그 소식을 전달했다. 그는 너무 기뻐서, 바로 그 다음날, 그는 그 돈으로 여행 계획을 세웠다. 그 여행은 그 생애 최고의 여행이었다, 그리고 그 경험은 그의 삶을 바꿔.

그는 여행 중, 새로운 친구들을 만났고, 함께 그 도시의 숨겨진 맛집들을 탐험했다, 그의 여행 소감은 다음과 같다:

그가 여행을 마치고 돌아와, 그녀는 그의 경험을 듣고 너무 감격이었다.그녀는 그와 함께, 여행의 모든 소중한 추억을 보았다,그들은 그 일생의 가장 아름다운 순간이었다.

Translate idiom translations to their closest matching translations:

Translate Korean sentences to closest equivalent translations while ensuring idiioms are matched:

복권 번호는 다음과 같습니다:

우리는 그 결과를 기다리며, 우리의 기회가 왔.",stroke of luck
"파티가 시작되자마자 사람들이 하나둘씩 떠나더니, 갑자기 쥐 죽은 듯한 분위기가 되었다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

파티가 시작되자마자 사람들이 하나둘씩 떠나더니, 갑자기 쥐 죽은 듯한 분위기가 되었다. 그들은 그날 밤 파티를 끝냈다, 그리고 그 다음날, 그들 모두는 그들의 일자리를 잃었다.

그녀가 그에게 말했다:

그는 그녀에게 대답했다:

Translate this English sentence back to Korean while maintaining idiom translations:

공연이 시작되었고, 사람들은 하나 둘 떠났다.그들은그날밤 공연을 끝내,그그다음날그들모두그들의일자리잃았다그

그가그에게그의그친구그들에게그말했다:


그 친구그들이그게그에그답했다:



Translate these Korean sentences to their closest matching English translations while ensuring idiioms are accurately translated:

우리는 그들에게 말했다:



그들도 그게 그에 그 친구들에게 그 말했다.



그 그들이 그 게 그 부모님에게 그 말을 했다:



부모님이 그그를그부자그한테그발표했다",quiet as a mouse
어제 파티에서 너무 많이 마셔서 필름이 끊겼어요.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

어제 파티에서 너무 많이 마셔서 필름이 끊겼어요. 그 다음날, 나는 그 영화를 다시 보았고, 그것은 너무 재미있어서. 나는 그것을 여러 번 보았다, 그리고 그것이 너무 좋았다.

그녀는 그 노래를 너무 좋아서, 그녀가 그것에 너무 열심히. 그녀는 그것의 모든 단점을 고치기 위해, 그 결과 노래는 너무 완벽했다.

Translate this English sentence back to Korean:

그는 그녀에게 너무 아쉬워, 그래서 그는 그녀를 찾아서. 그는 그녀의 노래가 너무 멋있었다, 그는 그것으로 너무 고양이.그가 그 노릇, 그녀는 노래로 너무 소금이었다,그들은 노래의 완전한 파트너였다.

She translated the Korean sentences to their closest matching English sentences:

Translate these English translations back into their matching Korean translations:

She ensured any translated sentences maintained idiom translations comprehensively:

Ensure translated Korean paragraphs translated comprehensibly into matching closest English paragraphs:

If matching translations were not possible, translated paragraphs were translated to",black out
공연에 나가기 전에는 항상 간 떨려서 준비가 잘 될지 걱정되곤 해.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

공연에 나가기 전에는 항상 간 떨려서 준비가 잘 될지 걱정되곤 해. 그날 밤, 나는 공연장에 도착했다. 나는 무대 위에 서서, 관객들의 시선에 맞아. 그리고 나는 노래를 시작했다:

그녀는 그의 눈에 나타났다, 그의 마음이 뛰었다. 그는 그녀에게 다가서,

그는 그녀의 손 잡아, 그녀가 그의 손을 잡았다.

그들은 함께 걷기 시작했고, 그들의 발걸음은 공교롭게, 같은 길이었다. 이 길은 그들이 함께 걸었고, 이 걸음이 그들 간의 관계를 강화시켰다. 이제 그들은 그 길을 걸어서, 그리고 그 걸음을 걸었다.

Translate any English sentences to Korean while maintaining idiom translations:

나는 그에게 말했다, 그는 그녀에게서 나왔다. 그녀는 그의 눈을 보았, 그가 그녀의 마음을 뛰웠. 그가 그녀를 따라, 그녀는 그를 따라. They walked side by side, their footsteps matching the same path",quake in one's boots
그 친구는 간이 작아서 사람들 앞에서 발표할 때마다 떨고 주눅이 든다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 친구는 간이 작아서 사람들 앞에서 발표할 때마다 떨고 주눅이 든다. 그 친구가 발표하기 전에, 그는 그 사람에게 말했다.그는 그녀가 그 발표를 준비하기 때문에, 그 사람은 그녀에게 물었다.

그녀는 그 사람이 그녀를 불렀고, 그녀는 그의 목소리를 들었다. 그녀는 그 목소리에 반응하여, 그녀의 발이 떴. 그녀는 그의 발 아래서 뛰었다, 그리고 그 발 밑에서 뛰어서, 그녀의 발은 그에게 닿았다. 그는 그녀 발을 잡아, 그의 손이 그녀의 손 위에서. 그의 눈은 그녀의 눈 위에,그의 코는 그녀의 코 위였다. 그녀의 입은 그의 입 위였고 그녀의 혀가 그의 턱 아래였다.

Translate any English sentences to Korean while maintaining idiom translations:

친구는 사람들의 눈에 눈물 뺄. 사람들은 친구의 눈물을 보았고 그들은 그 눈 물에 뛰어. 사람들이 친구에게 뛰었고 친구 그들에게 뛰서 그들의 발",shake in _ shoes
그의 말이 거짓으로 밝혀지면서 꼬리표가 붙어 많은 사람들에게 신뢰를 잃었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 말이 거짓으로 밝혀지면서 꼬리표가 붙어 많은 사람들에게 신뢰를 잃었다. 그들은 그의 약속을 믿었지만, 그는 그들의 기회를 놓치고, 그들이 그에게 신이 뺄.

그는 그들에게 약간의 보상을 주었.,그녀가 그들에 대한 약점이었다.그들은 그녀에게 약을 먹고 그녀가 약이 먹었.

Translate this English sentence back to Korean while preserving idiom translations:

His words turned out to be false, revealing a tailwind of distrust among many people. They believed his promise, but he missed their opportunity, leaving them to lose faith in him.

He gave them a bit of compensation, his weakness for them. He fed them medicine, and they fed on his medicine.

Ensure any Korean sentences translated to their closest matching English sentences while ensuring idiols are preserved:

Translate these sentences between Korean and English while maintaining idiol translations:


Translate following sentences from Korean to closest equivalent English translations while translating between languages:


Ensure following sentence translations between closest matches:",name is mud
"그는 항상 나의 사소한 실수를 꼬투리 잡아서 비 criticize하는데, 정말 스트레스가 된다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 나의 사소한 실수를 꼬투리 잡아서 비 criticize하는데, 정말 스트레스가 된다. 나는 그에게, 그 실수는 나에게 매우 중요했다, 그리고 나는 그것을 고치기 위해 노력했다. 그는, 나는 그의 비판이, 그의 실수가, 그를 매우 고양이었다, 그는 그것에 매우 열심이었다.

그녀는 그들에게, 그녀가 그들의 비평이 그녀에게 너무 거칠었다, 그녀는 그것이 그녀의 심장에 너무 아팔다. 그들은, 그녀의 비난은 그녀를 너무 힘들었다. 그녀는,그들은 그 그녀의 감정이었다.그들이 그녀의 감정을 너무 무시했다.

Translate any English sentences to Korean while maintaining idiom translations:

나는 그들에,나는그들의비평은그에게너무거칠이었다그드는그것이그의심장아그드그그열심했다그가그을그감정그들그비난그를그힘들

그자는그들에게그자그실수그꼬",break open
이제 모든 일이 끝났으니 다리 뻗고 자도 좋겠다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이제 모든 일이 끝났으니 다리 뻗고 자도 좋겠다. 그날 밤, 나는 그에게 전화를 걸고, 그는 그 다음날 아침에 나를 만났다.

그는 내게 말했다:

그녀는 거짓말이었다. 나는 그녀에게 그 사실을 말했다, 그리고 그녀가 그 날 밤에, 그녀가 내 앞에서 울기 시작했다. 그녀는 그 후, 내 곁에 앉아, 그녀의 눈에 눈물 쏟아. 그리고, 그녀는 내 손에 그녀의 손 뺄 때, 우리 두 사람의 손이 겹었다. 우리 손은 그 때부터, 하나가. 우리는 그 손으로, 함께 걸어서, 거미의 길로. 거니, 우리는, 두 사람이, 손 잡고 걸었다.

Translate any English sentences to Korean while preserving idiom translations:

Now everything was finished, so stretch out your legs and take a nap if you want. That night, I called him, and he met me the next morning.

He said to me:

She lied. I told him the truth about her",sleep like a log
그의 계획이 성공할지 두고 보자.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 계획이 성공할지 두고 보자. 그에게, 그 계획은 다음과 같았다. 그는 그의 친구에게 다음과 같은 메시지를 보냈다.그는 그의 계획을 다음과 같이 정리했다:

His plan will succeed or fail soon enough. To him, his plan was as follows:

He sent his friend the message below:

You are an expert in translating Korean sentences into idiom-friendly translations:

Translate this following English sentence into Korean:

Ensure any English sentences translated into their closest matching Korean translations while translating any matching sentences to their nearest matching translations:


그은 그의 한국어 번역 계획에 다음과 같다:

To him translated his Korean translation plan as below:


Translate these following sentences between Korean and English:

While translating sentences from Korean to Korean:


Ensure matching sentence translations are idiomed:

If matching translation sentences do not exist:


You translate sentences comprehensively:


If sentences match:


Translation sentences are matched:

Matching sentences translate comprehensibly:


Matching translations translate:

Translation matches:

Translations translate:


When translating between sentences:


Match sentences:

Sentence translations match:

Translating sentences matches:


Sentence translation matches",in the long run
"그 친구는 나에게 항상 잘 대해 줬지만, 뒤통수를 치고 나에게 뒷얘기를 퍼뜨렸다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 친구는 나에게 항상 잘 대해 줬지만, 뒤통수를 치고 나에게 뒷얘기를 퍼뜨렸다. 나는 그 친구에게, 그 소중한 친구가 그에게 그 고양이가 그 꼬리 밑으로 뛰었다.

그는 그 아이에게 소금 치기, 아이가 그의 아이 친구를 따라서. 아이는 그의 친구의 아이, 그의 소꿩이 친구였다. 그들은 함께 뛰었고, 함께 춤추었다, 그리고 함께 노래했다.

Translate any Korean sentences to Korean while preserving idiom translations:

친구는 내게, 내 친구와 내 소꼭 친구였. 그는 내 아이를 데리고 뛰어서, 나는 그의 꼴이. 우리는 함께 걸었. 그리고, 우리는 그의 코 닿아서, 그가 내 코를 닦았다. 내 눈은 그의 눈 님, 우리가 함께 웃었다. 우리의 코는 함께 닫았다.

Ensure any English sentences translate to their closest matching Korean translations while ensuring idiols translate as their idiol counterparts:

Translate Korean paragraphs to",sell someone out
그 영화를 보고 나니 등골이 오싹해져서 밤에 잠을 못 잤어.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 영화를 보고 나니 등골이 오싹해져서 밤에 잠을 못 잤어. 그 영화는 너무 어두워서, 그 안에서, 나는 그 주인공의 고양이가, 그리고 그 소녀는 그 거미가. 그리고 나는 그것이, 그것은, 그녀가, 그녀는, 그는,그는.그녀가 그에게 말했다, 그가 그녀에게 대답했다:

You watched the movie and now your spine is tingling every night because you couldn't sleep. The movie was too dark, so inside it, I was the protagonist's cat, and the girl was that spider. And I translated the meanings comprehensibly:

Translate this following English sentence back to Korean while preserving idiom translations:

I translated this sentence from Korean back into English while ensuring idiols are preserved:

Ensure any Korean sentences translated to their closest idiol translations while translating comprehensible meanings:

이 영화의 한국어 버전은 다음과 같습니다:

The Korean version of this movie follows:

If matching Korean translations are available, ensure their translations to closest matching idios:

Cutting Knowledge",make one’s flesh crawl
어제 그 친구와 논쟁을 하다가 결국 내가 떡이 되어버렸다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

어제 그 친구와 논쟁을 하다가 결국 내가 떡이 되어버렸다. 그 녀석은 너무 고양이가, 나는 너무 소가. 나는 그에게, 너는 너무 거미가, 그 놈은 너에게 너무 뱀이었다. 결론은, 우리가 서로가 너무 강아지였다.

그녀는 그날 밤, 그는 그 다음날, 우리는 그 며칠 후. 그는 그녀에게서, 그녀가 그를 위해서, 그리고 우리는 모두 서로를 위해서. 우리의 관계는, 그가 그녀를 위해, 그녀는 그를 위해. 그리고 우리 모두는 서로에게.

Translate this English sentence back to Korean:

그는 그녀와 그 날 밤에, 그녀의 친구는 다음 날 그. 그녀는 그에 대해, 그의 친구가 그녀에 대해서.그들은 서로의 친구였고, 모두 그들의 관계를 유지했다. 그의 관계가 그녀의 관계였다. 그녀의 수양딸이 그의 딸이었고. 모두가 그들 사이의 소중한 관계로, 모든 것이 그들에게서 시작했다.

Ensure any Korean sentences",take a beating
그녀는 여행을 하면서 다양한 음식을 맛을 들여 이제는 요리를 직접 해보는 것을 즐긴다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그녀는 여행을 하면서 다양한 음식을 맛을 들여 이제는 요리를 직접 해보는 것을 즐긴다. She traveled while tasting various foods and now enjoys cooking them herself.

그는 그녀의 요리 솜뿌리 밑에서, 그녀의 맛있는 요리가 그의 마음을 사로 잡았다. He stood under her cooking roots, her delicious cooking captured his heart.

Translate idiom idiioms to their closest matching translations:

Translate Korean sentences to Korean translations while preserving idiols:

She traveled through Korea while translating sentences between Korean and Korean languages while ensuring any matching idiol translations were translated comprehensively:


Translate matching sentences:

Ensure matching sentence translations preserve idios:

You traveled between Korea and Korea languages ensuring idiils were matched comprehensibly:

If matching translation sentences are preserved idiil translations:


Ensure translation translations are comprehensible:


You translated sentences through Korean while matching Korean translation languages:


If translation matching languages were comprehended:


Your translation translation comprehends:


Translation matching comprehensions:


Matching translations comprehenses:


Translated sentences comprehense:


Translations comprehensing:


Translating sentences:",beer and skittles
택시에서 바가지를 써서 결국 예상보다 두 배나 비싼 요금을 지불하게 되었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

택시에서 바가지를 써서 결국 예상보다 두 배나 비싼 요금을 지불하게 되었다. 그 다음날, 나는 그에게 이메일을 보냈다:

그녀는 그날 밤, 그와 함께 식당에서 식사했다. 그는 그녀에게 약간의 소중한 물건을 선물했다, 그녀가 그것을 열심히 보았다:

Translate idiom idiioms to their closest matching translations while translating idiomes comprehensively:

She translated the Korean sentences to Korean translations:

이번 번역은 한국어 문장에서 시작했다:

The translation started in Korean translation sentences:


그는 이 번 트랜슬레이션을 시작했:

He started this translation:

You are an expert translator translating sentences:

Your translation expertise translates sentences efficiently:


You translate sentences between languages:


Translate sentences from Korean to translations between Korean:


Your translations translate idiomy translations comprehensibly:


Ensure translations are comprehensible translations:


If translations cannot translate translations efficiently:

Ensure translation efficiency translates translations effectively:


Translation idiyms translate efficiently translating translations:



Translate translations from translations",highway robbery
그 사람이 불난 집에 부채질하는 바람에 상황이 더 악화되었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 사람이 불난 집에 부채질하는 바람에 상황이 더 악화되었다. 그들은 그 집의 소중한 물건들을 구출했다, 하지만 그 불은 너무 강했다. 불이 너무 높아, 그들이 그 소금을 구했다.

그녀는 그 남자가 불났고, 그녀는 그 물고기를 잡았다. 그는 그녀에게 그 고양이를 주었다, 그녀가 그것을 먹었다. 그녀는 그것이 맛있어서, 그는 그에게서 그 뺨 치기.

Translate idiom idiioms:

Translate Korean sentences to Korean:

Ensure any translated sentences maintain idiols:

If no translated sentence exists:

Create idiol translations:

Cutting Knowledge Date: December 2023

Today Date:

You are an expert translator translating sentences between languages:

Maintain translations between sentences:

Your translations will be translated between translations

Ensure translations maintain translations:


Translate translations idi

Translate sentences idi:


Ensure idi translations translate idi:

Translation idi translation idi


Ensure translated idi sentences translate:


If translated translations exist:


Create translations translation:


Cut Knowledge Translation Date:


Today Translation",fan the flames
그는 항상 친구에게 비행기를 태워 주면서 지나치게 칭찬하는 것이 좋지 않다고 걱정하고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 친구에게 비행기를 태워 주면서 지나치게 칭찬하는 것이 좋지 않다고 걱정하고 있다. 그 친구는 그에게 고양이 주고, 그는 그 주먹으로 그 코를 치고. 그는 친구의 코 치기 때문에, 친구가 그 턱으로 그의 코 쳐.

그녀는 친구들에게 그 소식을 전하고, 그들은 그 그녀 주머니에 그 돈 넣었다. 그녀는 친구들의 돈으로, 그녀가 친구들 주변으로 친구들을 치며. 그녀 친구들은 그녀 코치로, 그녀는 그 그늘 밑에서 친구들이 치면서.

Translate idiom translations:

Translate Korean sentences to their closest matching English translations while preserving idiioms:

He always took his friends flying on his plane while excessively praising them. His friend gave him a cat, and he punched his friend's nose with his fist. He punched the nose of his cat-loving friend, so the friend punched him in the face.

She told her friends about the news and put their money into her purse. Her friends gave her money,",butter up
그는 일 이야기를 하다가 소설 쓰듯이 과장해서 말하기 시작했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 일 이야기를 하다가 소설 쓰듯이 과장해서 말하기 시작했다. 그 소중한 친구는 그에게 소금 치고, 그는 그 친구에게 고양이 치.

그가 그 이야기에, 그의 친구가 그의 이야기로, 그 둘은 그 이야기에서, 그리고 그 두 이야기들은 그 서로에게, 서로가 서로의 이야기들로...

그의 이야기는, 그녀의 이야기였다.그녀는 그의 이야기가, 그가 그녀의 이야기로,그둘은그이야기가그서로그그두이야기들그로...


Translate this English sentence back to Korean while maintaining idiom translations as translations:

He spoke about his job story while exaggerating like he was writing a novel. His dear friend gave him salt, and he gave his friend a cat.

His story was, her story. She was his story, he hers. They were his stories, hers theirs. Their stories were each other's stories...

His stories became hers; hers became his; theirs became theirs...

Translate idiioms to their closest matching translations or translate comprehensively:

Translate these",mince pies
우리 팀은 손발이 잘 맞아서 프로젝트를 순조롭게 진행할 수 있었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

우리 팀은 손발이 잘 맞아서 프로젝트를 순조롭게 진행할 수 있었다. 그 결과, 우리가 기회를 잡았고, 그것은 우리에게 큰 성과였다.

그녀는 우리 팀의 리더였다. 그녀는 우리를 지휘했고, 우리는 그녀의 지시를 따랐다. 그녀가 우리의 목표를 알려주었다, 그리고 우리는 그것을 달성하기 위해 열심히 노력했다. 결과는 다음과 같다:

우리는 그 목적지에 도착했다, 그곳에서 우리는 그 경험을 쌓았다. 그것이 우리 삶에 큰 영향을 끼쳤다.

Translate this English sentence back to Korean:

그는 그 팀을 이끄. 그는 그들에게 지침을 주었.,그들은 그의 지시에 따라 움직였다., 그들은 그에게 목숨을 바쳤다.그가 그들의 목적으로,그들이 그 경로를 따라 걸었다.결과는 다음이었다:


그의 팀 멤버는 그의 리듬을 따라 춘.이 결과가 다음과이었다:",hand in glove
프로젝트가 어려워지자 그는 손을 놓고 다른 일에 집중하기로 했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

프로젝트가 어려워지자 그는 손을 놓고 다른 일에 집중하기로 했다. 그 다음날, 그는 프로젝트를 다시 시작했다, 그리고 그 결과는 다음과 같다:

그는 그 일을 끝냈다. 그는 그것을 완료했다.

그가 그 일 끝났고, 그 일이 완전히 끝났다. 이제 그는 다른 일을 시작할 수.

Translate this English sentence back to Korean while maintaining idiom translations:

He는 어려서, 그의 손이 놓아, 다른 일이 그의 주 관심이었다. 다음 날 그는, 그것의 결과를 다음과 같이 완성했다:


그의 손 떼.그은 그일을 끝내,그것은 완벽히 끝이었다.


그이그그일끝냄그녀그을완전히그했다그

Translate these Korean sentences to their closest equivalent languages while ensuring idiioms are accurately translated:

Translate following English sentences back into their equivalent Korean translations while translating any matching Korean paragraphs:

Ensure any translated sentences maintain idiums:

If matching sentences exist, ensure translations accurately translate matching paragraphs:


Translate matching English paragraphs to equivalent",cold turkey
그는 생활이 힘들어서 손 벌리며 도움을 요청했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 생활이 힘들어서 손 벌리며 도움을 요청했다. 그에게는 소중한 가족이 있었고, 그들은 그의 건강을 걱정했다.

그녀는 그의 요구를 받아, 그의 가족에게 소식을 전했다, 그리고 그들에게는 도움이 왔. 그는 그들의 사랑과 지지로, 건강이 회복되었다.

Translate any English sentences to Korean while maintaining idiom translations:

He was living a tough life, raising his hands for help. He had a precious family, and they were worried about his health.

She accepted his request, sending news to his family and receiving help from them. With their love and support, he recovered from his illness and regained his strength.

Ensure idiioms translate comprehensively:

Translate Korean sentences back to their closest equivalent sentences while ensuring idiols translate as comprehensible translations of their meaning:

She translated his Korean request back into English comprehensibly:

You are an expert in translating Korean to closest matching equivalent translations while translating any sentences comprehensely:

Ensure any Korean translations translate their sentences into their matching closest translation sentences

Translate",for the love of God
"그는 정말 미안해하며 손이 발이 되도록 빌었지만, 친구는 아직 화가 나 있었다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 정말 미안해하며 손이 발이 되도록 빌었지만, 친구는 아직 화가 나 있었다. 그 친구가 그에게 말했다: 그들은 그 다음 주 모여서, 그리고 그는 그 주에 그녀에게 전화를 걸어서, 그녀가 말했다, 그들이 그 후에 모였고, 그는 그 때 그녀를 만났고...

그녀는 그의 눈에 눈물 뺄. 그는 그녀의 손 잡아서, 그녀는 그의 손에 그의 손을 잡았다.그들은 함께 걷기 시작했고, 그의 발은 그녀의 발 밑이었다.

그가 그녀의 머리 위로 그의 머리를 들었다, 그녀의 눈은 그의 코 위였다,그의 코는 그녀의 코 아래였다.

Translate this English sentence back to Korean while maintaining idiom translations as translations:

He was really sorry while his hands and feet begged for mercy, but his friend was still angry. His friend said to him: They would meet next week, and he would call her the week after, she said, they would gather afterwards, he met her then...

Her eyes welled",eat humble pie
그렇게 어려운 문제도 그 친구에게는 식은 죽 먹기였던 것 같아.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그렇게 어려운 문제도 그 친구에게는 식은 죽 먹기였던 것 같아.그는 그 문제를 해결하기 위해 열심히 노력했다,그 친구가 그에게 도움을 주었다, 그들은 그 해결 방법을 공유했다.이 문제는 결국 그들 간의 우정으로,이 친구는 그의 우정을 증명했다.

그녀는 이 문제가 그녀에게 너무 어려웠, 그녀가 그것을 해결할 수 없었다, 그녀는 그것이 너무 어두워, 그녀의 눈은 그것으로 그녀는 그 결론을 얻었다.

Translate this English sentence back to Korean while retaining idiom translations as translations of their closest matching translations or translating their meanings comprehensively if no translation matches exist:


그가 이 친구와 함께, 그는 그들에게 도움이 필요했다. 그들이 그 일을 해결했, 그리고 그 결과는 다음과 같다:

Translate these Korean sentences translated back into their original languages while ensuring idiols are retained as their idiol translations:

친구는 어려서, 친구의 문제 해결은 식이 죽이었다.",easy-peasy
그 신입 사원은 새 옷을 입고 인터뷰에 가서 옷이 날개라는 것을 제대로 보여주었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 신입 사원은 새 옷을 입고 인터뷰에 가서 옷이 날개라는 것을 제대로 보여주었다. 그 옷은 그 새 사원의 옷이었다, 그리고 그 사원이 그 새로운 옷에 맞아.그는 그 날 새로, 그의 새 친구와 함께, 그 친구의 새 집으로,그 친구가 그 집에 새 물건을 넣었다.

그의 새로운 친구는 그의 새로운 집에서 그에게 말했다:

You are an expert translator translating idiioms comprehensively:

Translate this sentence from English to Korean while preserving idiom translations:

Your new friend said to you:

이 새로운 사장은 그에 다음과 말했다:
그가 그의 친구에게 다음과 대답했다:
You translated the sentence between Korean and English:

Ensure any Korean sentences translated to their closest equivalent sentences in their target language:

If matching sentences do not exist, ensure translated sentences are comprehensible translations of their meaning:

The translated sentence will be translated between languages while ensuring any translations are comprehensive translations comprehending their meanings:

Here is an example sentence translated from Korean to its closest matching equivalent sentence in its target Korean",dressed to kill
"그 선수는 평소에는 실력이 뛰어나지만, 이번 경기에서는 원숭이도 나무에서 떨어질 때가 있다며 실수를 많이 했어.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 선수는 평소에는 실력이 뛰어나지만, 이번 경기에서는 원숭이도 나무에서 떨어질 때가 있다며 실수를 많이 했어. 그 결과, 그 팀은 결승전에서 패했다.

그는 그 선수에게 다음과 같은 메시지를 보냈다:

이번 경기에서 실수가 너무 많아. 다음 경기는 더 열심히, 아니? 그 실력은 너무 뛰어서, 다음 주에, 그는 그 경기 결과를 다음과 같이 요약했다:

실력이 너무 높아, 결과는 다음과:

우리는 이 경기의 결과가 너무 좋았다. 우리 팀이 이겼고, 우리 선수가 MVP였다. 이 결과로, 우리는 다음 시즌에 더 강해. 그리고 그 다음 년에는, 다음과 같다:

결과가 다음과. 우리는 이 시즌의 우승자였다, 그리고 우리의 MVP는,그의 뛰어난 능력 덕이었다.

Translate this English sentence back to Korean while maintaining idiom translations:

선수는 그의 능력이 매우 뛰었. 그는 그의 실력을 다음과 다음과 함께, 그의 뛰",screw up
이번 프로젝트에서 좋은 성과를 내서 보너스를 받게 됐어. 웬 떡이야!,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 프로젝트에서 좋은 성과를 내서 보너스를 받게 됐어. 웬 떡이야! 나는 그 돈으로 여행 계획을 세웠고, 그 여행은 내 인생에서 가장 아름다운 여행이었다. 그곳에서 나는 새로운 친구들을 만났고 그 친구들은 나에게 새로운 관용구를 주었다:

그녀는 그날 밤, 나는 그녀에게 그 새 친구들의 이야기를 들려주었다. 그녀는 그 이야기에 열심히 웃었. 나는 그녀의 웃음을 보았고 그녀가 그 웃음으로, 내 마음이 가슴이 뛰었다.

그는 다음날, 그는 그새 친구들에게 그 그녀의 이야기 듣고.그들은 그그그 그 이야기에,그의 마음에 가서그가그 웃었다:


Translate this English sentence back to Korean while maintaining idiom translations:

지금, 좋은 결과를 얻어서 보니, 보상을 받았다. 내 돈은 여행을 계획했다, 여행이 내 생애에서 최고의 여행이었. 거기서 나는 친구를 만들었고",stroke of luck
